name,image,mask,intacto,menor,mayor,destruido
midwest-flooding_00000095_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000095_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000095_post_disaster.png,9473,441,0,0
midwest-flooding_00000096_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000096_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000096_post_disaster.png,1718,1987,0,0
midwest-flooding_00000099_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000099_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000099_post_disaster.png,3366,0,0,0
midwest-flooding_00000100_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000100_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000100_post_disaster.png,8876,0,0,0
midwest-flooding_00000103_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000103_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000103_post_disaster.png,8324,73,0,0
midwest-flooding_00000107_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000107_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000107_post_disaster.png,1003,0,0,0
midwest-flooding_00000108_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000108_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000108_post_disaster.png,8598,0,0,0
midwest-flooding_00000109_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000109_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000109_post_disaster.png,15586,0,0,0
midwest-flooding_00000113_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000113_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000113_post_disaster.png,20878,0,0,0
midwest-flooding_00000114_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000114_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000114_post_disaster.png,13948,0,0,0
midwest-flooding_00000117_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000117_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000117_post_disaster.png,3064,198,2837,167
midwest-flooding_00000120_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000120_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000120_post_disaster.png,0,0,0,525
midwest-flooding_00000121_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000121_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000121_post_disaster.png,95,0,0,0
midwest-flooding_00000125_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000125_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000125_post_disaster.png,3094,0,0,0
midwest-flooding_00000130_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000130_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000130_post_disaster.png,4667,644,390,360
midwest-flooding_00000131_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000131_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000131_post_disaster.png,4708,0,0,0
midwest-flooding_00000132_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000132_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000132_post_disaster.png,2116,1958,0,0
midwest-flooding_00000139_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000139_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000139_post_disaster.png,0,0,0,66
midwest-flooding_00000140_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000140_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000140_post_disaster.png,10765,0,0,348
midwest-flooding_00000141_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000141_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000141_post_disaster.png,637,0,0,0
midwest-flooding_00000143_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000143_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000143_post_disaster.png,5643,1075,1140,1284
midwest-flooding_00000144_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000144_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000144_post_disaster.png,607,0,5708,0
midwest-flooding_00000145_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000145_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000145_post_disaster.png,352,1237,0,0
midwest-flooding_00000148_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000148_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000148_post_disaster.png,20272,0,0,0
midwest-flooding_00000150_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000150_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000150_post_disaster.png,0,451,0,0
midwest-flooding_00000151_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000151_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000151_post_disaster.png,4440,0,0,0
midwest-flooding_00000154_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000154_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000154_post_disaster.png,1702,0,0,0
midwest-flooding_00000157_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000157_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000157_post_disaster.png,0,692,0,0
midwest-flooding_00000161_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000161_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000161_post_disaster.png,6409,734,0,0
midwest-flooding_00000162_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000162_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000162_post_disaster.png,1080,0,0,0
midwest-flooding_00000166_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000166_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000166_post_disaster.png,16878,0,0,0
midwest-flooding_00000167_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000167_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000167_post_disaster.png,1575,0,0,0
midwest-flooding_00000168_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000168_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000168_post_disaster.png,0,0,0,520
midwest-flooding_00000170_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000170_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000170_post_disaster.png,5840,1753,1017,0
midwest-flooding_00000171_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000171_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000171_post_disaster.png,916,0,0,0
midwest-flooding_00000172_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000172_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000172_post_disaster.png,12370,2944,1413,822
midwest-flooding_00000173_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000173_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000173_post_disaster.png,18139,0,1456,85
midwest-flooding_00000175_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000175_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000175_post_disaster.png,20831,6734,1122,1215
midwest-flooding_00000178_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000178_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000178_post_disaster.png,4332,0,0,0
midwest-flooding_00000181_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000181_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000181_post_disaster.png,15757,2845,5646,0
midwest-flooding_00000183_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000183_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000183_post_disaster.png,3515,0,0,0
midwest-flooding_00000190_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000190_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000190_post_disaster.png,1213,0,0,0
midwest-flooding_00000191_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000191_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000191_post_disaster.png,8460,0,0,0
midwest-flooding_00000193_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000193_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000193_post_disaster.png,10157,0,0,0
midwest-flooding_00000194_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000194_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000194_post_disaster.png,1928,0,0,0
midwest-flooding_00000196_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000196_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000196_post_disaster.png,20925,0,0,0
midwest-flooding_00000197_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000197_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000197_post_disaster.png,425,0,0,0
midwest-flooding_00000199_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000199_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000199_post_disaster.png,175,0,0,0
midwest-flooding_00000201_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000201_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000201_post_disaster.png,3177,0,0,0
midwest-flooding_00000202_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000202_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000202_post_disaster.png,246,0,0,0
midwest-flooding_00000204_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000204_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000204_post_disaster.png,6889,0,0,0
midwest-flooding_00000205_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000205_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000205_post_disaster.png,12329,0,0,0
midwest-flooding_00000206_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000206_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000206_post_disaster.png,14749,1862,2192,0
midwest-flooding_00000207_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000207_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000207_post_disaster.png,11904,0,0,1839
midwest-flooding_00000216_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000216_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000216_post_disaster.png,5169,0,0,0
midwest-flooding_00000217_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000217_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000217_post_disaster.png,30486,0,0,0
midwest-flooding_00000219_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000219_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000219_post_disaster.png,967,0,0,0
midwest-flooding_00000220_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000220_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000220_post_disaster.png,5110,0,0,0
midwest-flooding_00000221_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000221_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000221_post_disaster.png,14223,0,0,0
midwest-flooding_00000222_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000222_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000222_post_disaster.png,1182,0,0,0
midwest-flooding_00000223_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000223_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000223_post_disaster.png,27538,0,0,0
midwest-flooding_00000225_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000225_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000225_post_disaster.png,1234,0,0,0
midwest-flooding_00000228_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000228_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000228_post_disaster.png,2048,0,0,0
midwest-flooding_00000229_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000229_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000229_post_disaster.png,191,0,0,0
midwest-flooding_00000230_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000230_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000230_post_disaster.png,27359,0,4471,0
midwest-flooding_00000231_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000231_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000231_post_disaster.png,3068,0,0,0
midwest-flooding_00000233_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000233_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000233_post_disaster.png,25040,0,914,0
midwest-flooding_00000234_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000234_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000234_post_disaster.png,21874,647,768,0
midwest-flooding_00000235_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000235_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000235_post_disaster.png,4082,0,2036,0
midwest-flooding_00000236_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000236_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000236_post_disaster.png,8699,1011,0,0
midwest-flooding_00000237_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000237_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000237_post_disaster.png,56620,2184,0,0
midwest-flooding_00000238_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000238_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000238_post_disaster.png,20845,1130,2157,0
midwest-flooding_00000239_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000239_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000239_post_disaster.png,10599,435,2109,0
midwest-flooding_00000242_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000242_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000242_post_disaster.png,126,1882,0,0
midwest-flooding_00000244_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000244_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000244_post_disaster.png,2977,710,0,166
midwest-flooding_00000246_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000246_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000246_post_disaster.png,4222,0,0,0
midwest-flooding_00000247_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000247_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000247_post_disaster.png,13263,1494,0,127
midwest-flooding_00000249_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000249_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000249_post_disaster.png,10223,0,356,664
midwest-flooding_00000251_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000251_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000251_post_disaster.png,5597,714,0,0
midwest-flooding_00000252_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000252_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000252_post_disaster.png,25962,0,0,177
midwest-flooding_00000253_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000253_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000253_post_disaster.png,39523,0,631,179
midwest-flooding_00000255_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000255_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000255_post_disaster.png,2573,185,0,0
midwest-flooding_00000258_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000258_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000258_post_disaster.png,25831,0,0,0
midwest-flooding_00000259_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000259_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000259_post_disaster.png,45148,0,0,0
midwest-flooding_00000263_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000263_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000263_post_disaster.png,10348,0,0,0
midwest-flooding_00000264_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000264_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000264_post_disaster.png,10641,0,377,544
midwest-flooding_00000265_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000265_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000265_post_disaster.png,11796,0,0,0
midwest-flooding_00000267_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000267_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000267_post_disaster.png,6039,0,0,0
midwest-flooding_00000268_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000268_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000268_post_disaster.png,0,0,318,0
midwest-flooding_00000269_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000269_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000269_post_disaster.png,27313,0,0,0
midwest-flooding_00000270_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000270_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000270_post_disaster.png,11237,331,300,0
midwest-flooding_00000272_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000272_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000272_post_disaster.png,6211,0,0,0
midwest-flooding_00000273_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000273_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000273_post_disaster.png,4245,0,0,0
midwest-flooding_00000275_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000275_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000275_post_disaster.png,9519,0,0,0
midwest-flooding_00000276_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000276_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000276_post_disaster.png,3252,313,894,110
midwest-flooding_00000277_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000277_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000277_post_disaster.png,9772,0,0,0
midwest-flooding_00000279_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000279_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000279_post_disaster.png,9133,0,0,0
midwest-flooding_00000281_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000281_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000281_post_disaster.png,63174,0,0,0
midwest-flooding_00000282_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000282_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000282_post_disaster.png,10206,385,0,0
midwest-flooding_00000283_post_disaster,dataset\xbd\train\train\images\midwest-flooding_00000283_post_disaster.png,dataset\xbd_masks\midwest-flooding_00000283_post_disaster.png,9275,0,0,0
