name,image,mask,intacto,menor,mayor,destruido
nepal-flooding_00000027_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000027_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000027_post_disaster.png,25749,3165,6217,330
nepal-flooding_00000028_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000028_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000028_post_disaster.png,60434,19821,7445,1065
nepal-flooding_00000029_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000029_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000029_post_disaster.png,34423,6193,696,0
nepal-flooding_00000030_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000030_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000030_post_disaster.png,29413,0,0,0
nepal-flooding_00000031_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000031_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000031_post_disaster.png,63699,19150,4046,0
nepal-flooding_00000033_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000033_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000033_post_disaster.png,13564,445,0,0
nepal-flooding_00000034_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000034_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000034_post_disaster.png,31592,12206,2364,664
nepal-flooding_00000035_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000035_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000035_post_disaster.png,1840,0,0,0
nepal-flooding_00000036_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000036_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000036_post_disaster.png,10094,33752,15412,207
nepal-flooding_00000037_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000037_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000037_post_disaster.png,18444,0,0,0
nepal-flooding_00000038_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000038_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000038_post_disaster.png,21195,4425,0,253
nepal-flooding_00000039_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000039_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000039_post_disaster.png,4026,5026,0,0
nepal-flooding_00000040_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000040_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000040_post_disaster.png,0,256,0,0
nepal-flooding_00000042_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000042_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000042_post_disaster.png,89885,2762,1068,0
nepal-flooding_00000043_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000043_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000043_post_disaster.png,0,0,275,0
nepal-flooding_00000044_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000044_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000044_post_disaster.png,46445,27821,0,48
nepal-flooding_00000046_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000046_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000046_post_disaster.png,0,91,0,0
nepal-flooding_00000047_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000047_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000047_post_disaster.png,172,44,401,156
nepal-flooding_00000048_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000048_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000048_post_disaster.png,26582,4261,0,626
nepal-flooding_00000049_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000049_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000049_post_disaster.png,0,0,6932,182
nepal-flooding_00000050_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000050_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000050_post_disaster.png,0,0,361,0
nepal-flooding_00000051_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000051_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000051_post_disaster.png,0,0,870,141
nepal-flooding_00000052_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000052_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000052_post_disaster.png,42672,0,0,0
nepal-flooding_00000053_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000053_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000053_post_disaster.png,0,0,0,132
nepal-flooding_00000054_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000054_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000054_post_disaster.png,0,0,478,366
nepal-flooding_00000055_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000055_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000055_post_disaster.png,11981,914,1176,161
nepal-flooding_00000056_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000056_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000056_post_disaster.png,204,376,0,0
nepal-flooding_00000057_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000057_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000057_post_disaster.png,0,725,4383,148
nepal-flooding_00000058_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000058_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000058_post_disaster.png,0,0,111,209
nepal-flooding_00000059_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000059_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000059_post_disaster.png,2437,2926,0,247
nepal-flooding_00000060_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000060_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000060_post_disaster.png,45661,1189,0,0
nepal-flooding_00000061_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000061_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000061_post_disaster.png,0,0,177,0
nepal-flooding_00000062_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000062_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000062_post_disaster.png,0,0,322,186
nepal-flooding_00000063_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000063_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000063_post_disaster.png,20568,13274,5492,199
nepal-flooding_00000064_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000064_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000064_post_disaster.png,390,2001,2018,57
nepal-flooding_00000065_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000065_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000065_post_disaster.png,3935,2436,1586,203
nepal-flooding_00000067_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000067_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000067_post_disaster.png,0,5495,9755,1131
nepal-flooding_00000068_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000068_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000068_post_disaster.png,1549,441,0,0
nepal-flooding_00000069_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000069_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000069_post_disaster.png,152887,18260,0,0
nepal-flooding_00000070_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000070_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000070_post_disaster.png,0,634,0,0
nepal-flooding_00000072_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000072_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000072_post_disaster.png,0,0,0,3670
nepal-flooding_00000073_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000073_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000073_post_disaster.png,48654,1606,0,164
nepal-flooding_00000074_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000074_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000074_post_disaster.png,59256,10080,447,141
nepal-flooding_00000075_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000075_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000075_post_disaster.png,95931,1874,0,0
nepal-flooding_00000076_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000076_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000076_post_disaster.png,55397,12899,0,0
nepal-flooding_00000077_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000077_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000077_post_disaster.png,109758,1183,1123,89
nepal-flooding_00000078_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000078_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000078_post_disaster.png,81504,0,1814,202
nepal-flooding_00000079_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000079_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000079_post_disaster.png,7776,0,277,0
nepal-flooding_00000080_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000080_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000080_post_disaster.png,4664,706,1081,412
nepal-flooding_00000081_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000081_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000081_post_disaster.png,0,0,1157,0
nepal-flooding_00000082_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000082_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000082_post_disaster.png,22070,8259,7128,110
nepal-flooding_00000083_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000083_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000083_post_disaster.png,16585,3566,3672,294
nepal-flooding_00000084_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000084_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000084_post_disaster.png,21744,273,905,0
nepal-flooding_00000085_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000085_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000085_post_disaster.png,0,4531,7152,0
nepal-flooding_00000086_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000086_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000086_post_disaster.png,34299,7048,2655,106
nepal-flooding_00000087_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000087_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000087_post_disaster.png,40455,6862,273,0
nepal-flooding_00000088_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000088_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000088_post_disaster.png,36312,3449,471,0
nepal-flooding_00000089_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000089_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000089_post_disaster.png,892,1091,0,0
nepal-flooding_00000090_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000090_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000090_post_disaster.png,3821,3877,0,0
nepal-flooding_00000091_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000091_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000091_post_disaster.png,22720,5511,157,0
nepal-flooding_00000093_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000093_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000093_post_disaster.png,789,4146,1877,149
nepal-flooding_00000094_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000094_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000094_post_disaster.png,80522,6972,2730,0
nepal-flooding_00000095_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000095_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000095_post_disaster.png,0,0,960,40
nepal-flooding_00000096_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000096_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000096_post_disaster.png,86012,7739,0,59
nepal-flooding_00000097_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000097_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000097_post_disaster.png,0,0,0,196
nepal-flooding_00000098_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000098_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000098_post_disaster.png,746,0,0,0
nepal-flooding_00000099_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000099_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000099_post_disaster.png,0,0,1753,0
nepal-flooding_00000100_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000100_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000100_post_disaster.png,12379,2479,1919,0
nepal-flooding_00000101_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000101_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000101_post_disaster.png,25440,2149,0,0
nepal-flooding_00000102_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000102_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000102_post_disaster.png,236,0,0,0
nepal-flooding_00000104_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000104_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000104_post_disaster.png,20323,2137,5665,366
nepal-flooding_00000105_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000105_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000105_post_disaster.png,18596,4262,4999,0
nepal-flooding_00000106_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000106_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000106_post_disaster.png,757,0,6082,0
nepal-flooding_00000107_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000107_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000107_post_disaster.png,12126,6704,5107,0
nepal-flooding_00000108_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000108_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000108_post_disaster.png,0,0,555,83
nepal-flooding_00000109_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000109_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000109_post_disaster.png,20773,7040,3513,187
nepal-flooding_00000110_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000110_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000110_post_disaster.png,1391,862,0,95
nepal-flooding_00000111_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000111_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000111_post_disaster.png,0,0,84,696
nepal-flooding_00000112_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000112_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000112_post_disaster.png,29387,8795,3711,0
nepal-flooding_00000113_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000113_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000113_post_disaster.png,9072,1653,840,0
nepal-flooding_00000114_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000114_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000114_post_disaster.png,16864,7245,0,119
nepal-flooding_00000115_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000115_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000115_post_disaster.png,72,0,0,340
nepal-flooding_00000116_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000116_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000116_post_disaster.png,3246,1131,848,0
nepal-flooding_00000117_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000117_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000117_post_disaster.png,118639,4756,0,0
nepal-flooding_00000118_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000118_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000118_post_disaster.png,9606,3067,1599,52
nepal-flooding_00000119_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000119_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000119_post_disaster.png,23798,27144,13530,363
nepal-flooding_00000120_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000120_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000120_post_disaster.png,186,0,1242,710
nepal-flooding_00000121_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000121_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000121_post_disaster.png,0,0,0,35
nepal-flooding_00000122_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000122_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000122_post_disaster.png,30740,4013,4977,1095
nepal-flooding_00000123_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000123_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000123_post_disaster.png,139332,12212,0,2626
nepal-flooding_00000124_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000124_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000124_post_disaster.png,4829,4667,2098,0
nepal-flooding_00000125_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000125_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000125_post_disaster.png,94455,257,0,0
nepal-flooding_00000126_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000126_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000126_post_disaster.png,63894,14900,14190,0
nepal-flooding_00000127_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000127_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000127_post_disaster.png,10798,2283,683,0
nepal-flooding_00000128_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000128_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000128_post_disaster.png,0,591,1978,622
nepal-flooding_00000129_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000129_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000129_post_disaster.png,30990,4707,442,0
nepal-flooding_00000131_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000131_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000131_post_disaster.png,1060,0,0,0
nepal-flooding_00000132_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000132_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000132_post_disaster.png,2531,0,0,1227
nepal-flooding_00000133_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000133_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000133_post_disaster.png,60966,4289,0,0
nepal-flooding_00000134_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000134_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000134_post_disaster.png,1908,0,2080,0
nepal-flooding_00000136_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000136_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000136_post_disaster.png,38060,11486,0,0
nepal-flooding_00000138_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000138_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000138_post_disaster.png,94216,567,3503,0
nepal-flooding_00000139_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000139_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000139_post_disaster.png,11568,0,415,0
nepal-flooding_00000140_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000140_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000140_post_disaster.png,0,0,1922,0
nepal-flooding_00000141_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000141_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000141_post_disaster.png,0,0,2763,0
nepal-flooding_00000142_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000142_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000142_post_disaster.png,107399,8895,57,0
nepal-flooding_00000143_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000143_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000143_post_disaster.png,1208,91,0,0
nepal-flooding_00000144_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000144_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000144_post_disaster.png,0,0,1034,0
nepal-flooding_00000145_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000145_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000145_post_disaster.png,7861,2791,759,89
nepal-flooding_00000146_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000146_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000146_post_disaster.png,0,0,13077,0
nepal-flooding_00000147_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000147_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000147_post_disaster.png,1598,0,32421,0
nepal-flooding_00000148_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000148_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000148_post_disaster.png,3212,0,0,0
nepal-flooding_00000149_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000149_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000149_post_disaster.png,88449,3071,0,0
nepal-flooding_00000150_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000150_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000150_post_disaster.png,2613,0,2749,174
nepal-flooding_00000151_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000151_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000151_post_disaster.png,0,0,483,0
nepal-flooding_00000152_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000152_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000152_post_disaster.png,12565,14914,3138,0
nepal-flooding_00000153_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000153_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000153_post_disaster.png,1276,324,0,0
nepal-flooding_00000155_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000155_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000155_post_disaster.png,12024,189,119,0
nepal-flooding_00000156_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000156_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000156_post_disaster.png,0,0,0,82
nepal-flooding_00000157_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000157_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000157_post_disaster.png,0,0,167,0
nepal-flooding_00000158_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000158_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000158_post_disaster.png,0,4666,2112,0
nepal-flooding_00000159_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000159_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000159_post_disaster.png,8506,792,1124,0
nepal-flooding_00000160_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000160_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000160_post_disaster.png,16347,6595,0,0
nepal-flooding_00000161_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000161_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000161_post_disaster.png,0,0,925,0
nepal-flooding_00000162_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000162_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000162_post_disaster.png,8511,5203,4781,0
nepal-flooding_00000163_post_disaster,dataset\xbd\tier3\images\nepal-flooding_00000163_post_disaster.png,dataset\xbd_masks\nepal-flooding_00000163_post_disaster.png,12419,0,0,0
