name,image,mask,intacto,menor,mayor,destruido
joplin-tornado_00000035_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000035_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000035_post_disaster.png,135563,62688,1064,629
joplin-tornado_00000036_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000036_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000036_post_disaster.png,218954,10160,0,0
joplin-tornado_00000037_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000037_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000037_post_disaster.png,68487,30156,3358,1093
joplin-tornado_00000038_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000038_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000038_post_disaster.png,156136,15038,0,0
joplin-tornado_00000039_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000039_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000039_post_disaster.png,208184,36147,907,1351
joplin-tornado_00000040_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000040_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000040_post_disaster.png,191965,21123,0,0
joplin-tornado_00000041_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000041_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000041_post_disaster.png,105674,2492,8522,4298
joplin-tornado_00000042_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000042_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000042_post_disaster.png,123980,5229,0,0
joplin-tornado_00000043_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000043_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000043_post_disaster.png,18966,46697,29034,53392
joplin-tornado_00000044_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000044_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000044_post_disaster.png,85062,32336,4462,0
joplin-tornado_00000045_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000045_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000045_post_disaster.png,9563,0,0,0
joplin-tornado_00000046_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000046_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000046_post_disaster.png,108202,43234,6964,1628
joplin-tornado_00000047_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000047_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000047_post_disaster.png,24035,0,8162,68469
joplin-tornado_00000048_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000048_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000048_post_disaster.png,58285,20746,2370,0
joplin-tornado_00000049_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000049_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000049_post_disaster.png,59187,7393,689,888
joplin-tornado_00000050_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000050_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000050_post_disaster.png,2360,0,18699,52649
joplin-tornado_00000051_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000051_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000051_post_disaster.png,147867,0,0,0
joplin-tornado_00000052_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000052_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000052_post_disaster.png,35081,6964,815,365
joplin-tornado_00000053_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000053_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000053_post_disaster.png,56244,20994,3272,761
joplin-tornado_00000054_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000054_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000054_post_disaster.png,86776,1290,0,0
joplin-tornado_00000055_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000055_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000055_post_disaster.png,21964,27817,2554,0
joplin-tornado_00000056_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000056_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000056_post_disaster.png,15613,3173,0,0
joplin-tornado_00000057_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000057_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000057_post_disaster.png,5216,0,0,78918
joplin-tornado_00000058_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000058_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000058_post_disaster.png,10717,8926,4950,86
joplin-tornado_00000059_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000059_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000059_post_disaster.png,38522,0,0,0
joplin-tornado_00000060_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000060_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000060_post_disaster.png,35495,6762,0,0
joplin-tornado_00000061_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000061_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000061_post_disaster.png,157106,0,0,0
joplin-tornado_00000062_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000062_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000062_post_disaster.png,35167,25181,4016,1155
joplin-tornado_00000063_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000063_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000063_post_disaster.png,938,1732,3868,27276
joplin-tornado_00000064_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000064_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000064_post_disaster.png,90391,0,0,0
joplin-tornado_00000065_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000065_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000065_post_disaster.png,58439,72091,0,0
joplin-tornado_00000066_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000066_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000066_post_disaster.png,65750,12764,0,0
joplin-tornado_00000067_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000067_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000067_post_disaster.png,79110,0,0,0
joplin-tornado_00000068_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000068_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000068_post_disaster.png,124,1943,8602,15426
joplin-tornado_00000069_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000069_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000069_post_disaster.png,37010,0,0,0
joplin-tornado_00000070_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000070_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000070_post_disaster.png,36598,0,0,0
joplin-tornado_00000071_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000071_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000071_post_disaster.png,3882,0,68386,32514
joplin-tornado_00000072_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000072_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000072_post_disaster.png,30768,169,0,0
joplin-tornado_00000073_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000073_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000073_post_disaster.png,73314,28747,2331,287
joplin-tornado_00000074_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000074_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000074_post_disaster.png,146195,4777,0,0
joplin-tornado_00000075_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000075_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000075_post_disaster.png,9149,16184,11393,39314
joplin-tornado_00000076_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000076_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000076_post_disaster.png,154602,21542,0,0
joplin-tornado_00000077_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000077_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000077_post_disaster.png,187058,16384,0,0
joplin-tornado_00000078_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000078_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000078_post_disaster.png,44870,18925,1781,2827
joplin-tornado_00000079_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000079_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000079_post_disaster.png,189752,16682,0,0
joplin-tornado_00000080_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000080_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000080_post_disaster.png,192233,0,0,0
joplin-tornado_00000081_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000081_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000081_post_disaster.png,73431,6362,0,0
joplin-tornado_00000082_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000082_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000082_post_disaster.png,171920,0,0,0
joplin-tornado_00000083_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000083_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000083_post_disaster.png,45986,56861,16105,21124
joplin-tornado_00000084_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000084_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000084_post_disaster.png,4841,5049,27077,87681
joplin-tornado_00000085_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000085_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000085_post_disaster.png,7163,0,60406,56619
joplin-tornado_00000086_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000086_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000086_post_disaster.png,3038,32965,5213,95268
joplin-tornado_00000087_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000087_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000087_post_disaster.png,6192,962,135575,73773
joplin-tornado_00000088_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000088_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000088_post_disaster.png,9842,9403,11517,112062
joplin-tornado_00000089_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000089_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000089_post_disaster.png,1080,18430,29543,45456
joplin-tornado_00000090_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000090_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000090_post_disaster.png,10509,17487,15286,11598
joplin-tornado_00000091_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000091_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000091_post_disaster.png,99603,695,0,0
joplin-tornado_00000092_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000092_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000092_post_disaster.png,10625,6017,10093,0
joplin-tornado_00000093_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000093_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000093_post_disaster.png,438,2032,9979,6749
joplin-tornado_00000094_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000094_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000094_post_disaster.png,147372,4394,0,0
joplin-tornado_00000095_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000095_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000095_post_disaster.png,4155,3405,5411,4590
joplin-tornado_00000096_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000096_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000096_post_disaster.png,7074,3376,773,2479
joplin-tornado_00000097_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000097_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000097_post_disaster.png,134689,0,0,0
joplin-tornado_00000098_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000098_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000098_post_disaster.png,96818,0,0,0
joplin-tornado_00000099_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000099_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000099_post_disaster.png,17562,6799,833,1114
joplin-tornado_00000100_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000100_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000100_post_disaster.png,132914,0,0,0
joplin-tornado_00000101_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000101_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000101_post_disaster.png,197480,0,0,0
joplin-tornado_00000102_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000102_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000102_post_disaster.png,112229,0,0,0
joplin-tornado_00000103_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000103_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000103_post_disaster.png,88058,0,0,0
joplin-tornado_00000104_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000104_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000104_post_disaster.png,101597,33830,17974,814
joplin-tornado_00000105_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000105_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000105_post_disaster.png,24106,0,0,0
joplin-tornado_00000106_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000106_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000106_post_disaster.png,109157,0,0,0
joplin-tornado_00000107_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000107_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000107_post_disaster.png,122958,7602,0,0
joplin-tornado_00000108_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000108_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000108_post_disaster.png,104557,15176,51,297
joplin-tornado_00000109_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000109_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000109_post_disaster.png,72381,24959,0,0
joplin-tornado_00000110_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000110_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000110_post_disaster.png,92549,26634,7906,906
joplin-tornado_00000111_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000111_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000111_post_disaster.png,121168,143505,4360,24486
joplin-tornado_00000112_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000112_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000112_post_disaster.png,73433,39434,21888,4726
joplin-tornado_00000113_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000113_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000113_post_disaster.png,31590,19182,8880,4124
joplin-tornado_00000114_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000114_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000114_post_disaster.png,94024,46135,26227,4569
joplin-tornado_00000115_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000115_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000115_post_disaster.png,8901,33971,14037,3667
joplin-tornado_00000116_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000116_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000116_post_disaster.png,99003,69626,26254,11878
joplin-tornado_00000117_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000117_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000117_post_disaster.png,9685,9798,31675,20291
joplin-tornado_00000118_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000118_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000118_post_disaster.png,79910,91612,31267,24848
joplin-tornado_00000119_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000119_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000119_post_disaster.png,3743,2387,10622,57966
joplin-tornado_00000120_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000120_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000120_post_disaster.png,28168,66237,58140,86308
joplin-tornado_00000121_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000121_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000121_post_disaster.png,10820,20717,12554,28553
joplin-tornado_00000122_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000122_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000122_post_disaster.png,3079,8429,83075,81925
joplin-tornado_00000123_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000123_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000123_post_disaster.png,0,0,1578,124045
joplin-tornado_00000124_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000124_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000124_post_disaster.png,16421,11808,0,0
joplin-tornado_00000125_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000125_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000125_post_disaster.png,571,5400,25988,142959
joplin-tornado_00000126_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000126_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000126_post_disaster.png,13321,0,0,0
joplin-tornado_00000127_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000127_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000127_post_disaster.png,3579,6301,16989,162464
joplin-tornado_00000128_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000128_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000128_post_disaster.png,185700,0,0,0
joplin-tornado_00000129_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000129_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000129_post_disaster.png,3911,21893,25683,105595
joplin-tornado_00000130_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000130_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000130_post_disaster.png,215701,0,0,0
joplin-tornado_00000131_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000131_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000131_post_disaster.png,819,9054,7937,18334
joplin-tornado_00000132_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000132_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000132_post_disaster.png,121558,1417,0,0
joplin-tornado_00000133_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000133_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000133_post_disaster.png,195747,3587,0,0
joplin-tornado_00000134_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000134_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000134_post_disaster.png,63063,15219,0,1260
joplin-tornado_00000135_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000135_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000135_post_disaster.png,38190,0,0,2695
joplin-tornado_00000136_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000136_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000136_post_disaster.png,74530,8063,1966,705
joplin-tornado_00000137_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000137_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000137_post_disaster.png,76097,11469,1669,0
joplin-tornado_00000138_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000138_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000138_post_disaster.png,125216,4143,0,0
joplin-tornado_00000139_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000139_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000139_post_disaster.png,50676,31175,8375,7313
joplin-tornado_00000140_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000140_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000140_post_disaster.png,35096,0,0,0
joplin-tornado_00000141_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000141_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000141_post_disaster.png,37272,24192,18894,63502
joplin-tornado_00000142_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000142_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000142_post_disaster.png,4894,31295,17845,80122
joplin-tornado_00000143_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000143_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000143_post_disaster.png,980,4933,33468,55956
joplin-tornado_00000144_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000144_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000144_post_disaster.png,194,19290,36322,79834
joplin-tornado_00000145_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000145_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000145_post_disaster.png,0,0,21972,136970
joplin-tornado_00000146_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000146_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000146_post_disaster.png,0,4363,55528,108513
joplin-tornado_00000147_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000147_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000147_post_disaster.png,1399,4126,18145,200682
joplin-tornado_00000148_post_disaster,dataset\xbd\tier3\images\joplin-tornado_00000148_post_disaster.png,dataset\xbd_masks\joplin-tornado_00000148_post_disaster.png,175366,0,0,0
