name,image,mask,intacto,menor,mayor,destruido
moore-tornado_00000033_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000033_post_disaster.png,dataset\xbd_masks\moore-tornado_00000033_post_disaster.png,99382,10221,15393,28633
moore-tornado_00000034_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000034_post_disaster.png,dataset\xbd_masks\moore-tornado_00000034_post_disaster.png,3743,0,0,0
moore-tornado_00000035_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000035_post_disaster.png,dataset\xbd_masks\moore-tornado_00000035_post_disaster.png,51357,24916,16195,51001
moore-tornado_00000036_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000036_post_disaster.png,dataset\xbd_masks\moore-tornado_00000036_post_disaster.png,6444,0,0,53528
moore-tornado_00000037_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000037_post_disaster.png,dataset\xbd_masks\moore-tornado_00000037_post_disaster.png,14464,0,0,0
moore-tornado_00000038_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000038_post_disaster.png,dataset\xbd_masks\moore-tornado_00000038_post_disaster.png,145640,0,0,0
moore-tornado_00000039_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000039_post_disaster.png,dataset\xbd_masks\moore-tornado_00000039_post_disaster.png,114982,0,0,0
moore-tornado_00000040_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000040_post_disaster.png,dataset\xbd_masks\moore-tornado_00000040_post_disaster.png,1980,0,0,0
moore-tornado_00000041_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000041_post_disaster.png,dataset\xbd_masks\moore-tornado_00000041_post_disaster.png,29206,0,0,0
moore-tornado_00000042_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000042_post_disaster.png,dataset\xbd_masks\moore-tornado_00000042_post_disaster.png,45622,43173,14081,16206
moore-tornado_00000043_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000043_post_disaster.png,dataset\xbd_masks\moore-tornado_00000043_post_disaster.png,17173,3647,6064,24025
moore-tornado_00000044_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000044_post_disaster.png,dataset\xbd_masks\moore-tornado_00000044_post_disaster.png,24821,0,0,0
moore-tornado_00000045_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000045_post_disaster.png,dataset\xbd_masks\moore-tornado_00000045_post_disaster.png,3076,24991,54401,110514
moore-tornado_00000046_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000046_post_disaster.png,dataset\xbd_masks\moore-tornado_00000046_post_disaster.png,198061,0,0,0
moore-tornado_00000047_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000047_post_disaster.png,dataset\xbd_masks\moore-tornado_00000047_post_disaster.png,174896,0,0,0
moore-tornado_00000048_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000048_post_disaster.png,dataset\xbd_masks\moore-tornado_00000048_post_disaster.png,73541,11480,3894,10390
moore-tornado_00000049_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000049_post_disaster.png,dataset\xbd_masks\moore-tornado_00000049_post_disaster.png,2835,0,0,0
moore-tornado_00000050_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000050_post_disaster.png,dataset\xbd_masks\moore-tornado_00000050_post_disaster.png,69533,50875,12460,40162
moore-tornado_00000051_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000051_post_disaster.png,dataset\xbd_masks\moore-tornado_00000051_post_disaster.png,20516,33642,27480,183449
moore-tornado_00000052_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000052_post_disaster.png,dataset\xbd_masks\moore-tornado_00000052_post_disaster.png,92483,0,0,0
moore-tornado_00000053_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000053_post_disaster.png,dataset\xbd_masks\moore-tornado_00000053_post_disaster.png,85384,0,0,1656
moore-tornado_00000054_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000054_post_disaster.png,dataset\xbd_masks\moore-tornado_00000054_post_disaster.png,218478,0,0,0
moore-tornado_00000055_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000055_post_disaster.png,dataset\xbd_masks\moore-tornado_00000055_post_disaster.png,163272,0,0,0
moore-tornado_00000056_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000056_post_disaster.png,dataset\xbd_masks\moore-tornado_00000056_post_disaster.png,149669,38131,13259,46329
moore-tornado_00000057_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000057_post_disaster.png,dataset\xbd_masks\moore-tornado_00000057_post_disaster.png,11530,23097,61144,139071
moore-tornado_00000058_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000058_post_disaster.png,dataset\xbd_masks\moore-tornado_00000058_post_disaster.png,94465,0,0,0
moore-tornado_00000059_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000059_post_disaster.png,dataset\xbd_masks\moore-tornado_00000059_post_disaster.png,3018,0,0,0
moore-tornado_00000060_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000060_post_disaster.png,dataset\xbd_masks\moore-tornado_00000060_post_disaster.png,46247,0,0,0
moore-tornado_00000062_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000062_post_disaster.png,dataset\xbd_masks\moore-tornado_00000062_post_disaster.png,31834,0,0,0
moore-tornado_00000063_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000063_post_disaster.png,dataset\xbd_masks\moore-tornado_00000063_post_disaster.png,20764,4458,4453,2090
moore-tornado_00000064_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000064_post_disaster.png,dataset\xbd_masks\moore-tornado_00000064_post_disaster.png,287662,0,0,0
moore-tornado_00000065_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000065_post_disaster.png,dataset\xbd_masks\moore-tornado_00000065_post_disaster.png,120296,0,0,0
moore-tornado_00000066_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000066_post_disaster.png,dataset\xbd_masks\moore-tornado_00000066_post_disaster.png,66238,0,0,0
moore-tornado_00000067_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000067_post_disaster.png,dataset\xbd_masks\moore-tornado_00000067_post_disaster.png,34126,51808,25726,24372
moore-tornado_00000068_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000068_post_disaster.png,dataset\xbd_masks\moore-tornado_00000068_post_disaster.png,123032,0,0,0
moore-tornado_00000070_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000070_post_disaster.png,dataset\xbd_masks\moore-tornado_00000070_post_disaster.png,21876,0,0,0
moore-tornado_00000071_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000071_post_disaster.png,dataset\xbd_masks\moore-tornado_00000071_post_disaster.png,22858,0,0,406
moore-tornado_00000072_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000072_post_disaster.png,dataset\xbd_masks\moore-tornado_00000072_post_disaster.png,37979,0,0,0
moore-tornado_00000073_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000073_post_disaster.png,dataset\xbd_masks\moore-tornado_00000073_post_disaster.png,55144,0,0,0
moore-tornado_00000074_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000074_post_disaster.png,dataset\xbd_masks\moore-tornado_00000074_post_disaster.png,86537,8587,2348,0
moore-tornado_00000075_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000075_post_disaster.png,dataset\xbd_masks\moore-tornado_00000075_post_disaster.png,101142,0,0,0
moore-tornado_00000076_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000076_post_disaster.png,dataset\xbd_masks\moore-tornado_00000076_post_disaster.png,166995,0,0,0
moore-tornado_00000077_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000077_post_disaster.png,dataset\xbd_masks\moore-tornado_00000077_post_disaster.png,20018,0,0,0
moore-tornado_00000078_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000078_post_disaster.png,dataset\xbd_masks\moore-tornado_00000078_post_disaster.png,28713,0,0,0
moore-tornado_00000079_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000079_post_disaster.png,dataset\xbd_masks\moore-tornado_00000079_post_disaster.png,33039,0,0,0
moore-tornado_00000080_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000080_post_disaster.png,dataset\xbd_masks\moore-tornado_00000080_post_disaster.png,112287,0,0,0
moore-tornado_00000081_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000081_post_disaster.png,dataset\xbd_masks\moore-tornado_00000081_post_disaster.png,150178,0,0,0
moore-tornado_00000083_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000083_post_disaster.png,dataset\xbd_masks\moore-tornado_00000083_post_disaster.png,5387,0,0,0
moore-tornado_00000084_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000084_post_disaster.png,dataset\xbd_masks\moore-tornado_00000084_post_disaster.png,11372,0,0,0
moore-tornado_00000085_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000085_post_disaster.png,dataset\xbd_masks\moore-tornado_00000085_post_disaster.png,136826,0,0,0
moore-tornado_00000086_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000086_post_disaster.png,dataset\xbd_masks\moore-tornado_00000086_post_disaster.png,20779,0,0,0
moore-tornado_00000087_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000087_post_disaster.png,dataset\xbd_masks\moore-tornado_00000087_post_disaster.png,65825,0,0,0
moore-tornado_00000089_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000089_post_disaster.png,dataset\xbd_masks\moore-tornado_00000089_post_disaster.png,81663,0,0,0
moore-tornado_00000090_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000090_post_disaster.png,dataset\xbd_masks\moore-tornado_00000090_post_disaster.png,187132,0,0,0
moore-tornado_00000091_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000091_post_disaster.png,dataset\xbd_masks\moore-tornado_00000091_post_disaster.png,3694,4748,13681,8764
moore-tornado_00000092_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000092_post_disaster.png,dataset\xbd_masks\moore-tornado_00000092_post_disaster.png,11240,0,0,0
moore-tornado_00000093_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000093_post_disaster.png,dataset\xbd_masks\moore-tornado_00000093_post_disaster.png,99064,15086,14739,27053
moore-tornado_00000094_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000094_post_disaster.png,dataset\xbd_masks\moore-tornado_00000094_post_disaster.png,0,0,0,540
moore-tornado_00000095_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000095_post_disaster.png,dataset\xbd_masks\moore-tornado_00000095_post_disaster.png,227368,0,0,0
moore-tornado_00000096_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000096_post_disaster.png,dataset\xbd_masks\moore-tornado_00000096_post_disaster.png,140581,0,0,0
moore-tornado_00000097_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000097_post_disaster.png,dataset\xbd_masks\moore-tornado_00000097_post_disaster.png,72880,67100,0,211
moore-tornado_00000098_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000098_post_disaster.png,dataset\xbd_masks\moore-tornado_00000098_post_disaster.png,132300,0,0,0
moore-tornado_00000099_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000099_post_disaster.png,dataset\xbd_masks\moore-tornado_00000099_post_disaster.png,58590,0,0,0
moore-tornado_00000100_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000100_post_disaster.png,dataset\xbd_masks\moore-tornado_00000100_post_disaster.png,20776,0,0,0
moore-tornado_00000101_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000101_post_disaster.png,dataset\xbd_masks\moore-tornado_00000101_post_disaster.png,86359,9285,32155,0
moore-tornado_00000102_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000102_post_disaster.png,dataset\xbd_masks\moore-tornado_00000102_post_disaster.png,257716,0,0,0
moore-tornado_00000103_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000103_post_disaster.png,dataset\xbd_masks\moore-tornado_00000103_post_disaster.png,232966,0,0,0
moore-tornado_00000104_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000104_post_disaster.png,dataset\xbd_masks\moore-tornado_00000104_post_disaster.png,189674,56757,11205,17792
moore-tornado_00000105_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000105_post_disaster.png,dataset\xbd_masks\moore-tornado_00000105_post_disaster.png,247832,0,0,0
moore-tornado_00000106_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000106_post_disaster.png,dataset\xbd_masks\moore-tornado_00000106_post_disaster.png,165920,0,0,0
moore-tornado_00000107_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000107_post_disaster.png,dataset\xbd_masks\moore-tornado_00000107_post_disaster.png,95103,0,0,0
moore-tornado_00000108_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000108_post_disaster.png,dataset\xbd_masks\moore-tornado_00000108_post_disaster.png,3656,0,0,343
moore-tornado_00000109_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000109_post_disaster.png,dataset\xbd_masks\moore-tornado_00000109_post_disaster.png,146978,7566,0,0
moore-tornado_00000110_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000110_post_disaster.png,dataset\xbd_masks\moore-tornado_00000110_post_disaster.png,43162,26328,20031,90379
moore-tornado_00000111_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000111_post_disaster.png,dataset\xbd_masks\moore-tornado_00000111_post_disaster.png,243093,23871,0,0
moore-tornado_00000112_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000112_post_disaster.png,dataset\xbd_masks\moore-tornado_00000112_post_disaster.png,118149,0,0,0
moore-tornado_00000113_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000113_post_disaster.png,dataset\xbd_masks\moore-tornado_00000113_post_disaster.png,3897,0,0,0
moore-tornado_00000114_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000114_post_disaster.png,dataset\xbd_masks\moore-tornado_00000114_post_disaster.png,310437,0,0,0
moore-tornado_00000115_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000115_post_disaster.png,dataset\xbd_masks\moore-tornado_00000115_post_disaster.png,9791,6556,25227,163171
moore-tornado_00000116_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000116_post_disaster.png,dataset\xbd_masks\moore-tornado_00000116_post_disaster.png,45290,0,0,0
moore-tornado_00000117_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000117_post_disaster.png,dataset\xbd_masks\moore-tornado_00000117_post_disaster.png,5753,0,3166,0
moore-tornado_00000118_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000118_post_disaster.png,dataset\xbd_masks\moore-tornado_00000118_post_disaster.png,90375,3586,0,0
moore-tornado_00000119_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000119_post_disaster.png,dataset\xbd_masks\moore-tornado_00000119_post_disaster.png,222901,3039,0,0
moore-tornado_00000120_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000120_post_disaster.png,dataset\xbd_masks\moore-tornado_00000120_post_disaster.png,0,3605,4658,25229
moore-tornado_00000121_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000121_post_disaster.png,dataset\xbd_masks\moore-tornado_00000121_post_disaster.png,248198,0,0,0
moore-tornado_00000122_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000122_post_disaster.png,dataset\xbd_masks\moore-tornado_00000122_post_disaster.png,81341,29165,19688,35186
moore-tornado_00000123_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000123_post_disaster.png,dataset\xbd_masks\moore-tornado_00000123_post_disaster.png,26052,0,0,0
moore-tornado_00000124_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000124_post_disaster.png,dataset\xbd_masks\moore-tornado_00000124_post_disaster.png,3577,0,0,0
moore-tornado_00000125_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000125_post_disaster.png,dataset\xbd_masks\moore-tornado_00000125_post_disaster.png,116416,21900,10864,9820
moore-tornado_00000126_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000126_post_disaster.png,dataset\xbd_masks\moore-tornado_00000126_post_disaster.png,5375,14753,2263,3070
moore-tornado_00000127_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000127_post_disaster.png,dataset\xbd_masks\moore-tornado_00000127_post_disaster.png,205837,0,0,0
moore-tornado_00000128_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000128_post_disaster.png,dataset\xbd_masks\moore-tornado_00000128_post_disaster.png,114024,0,0,0
moore-tornado_00000129_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000129_post_disaster.png,dataset\xbd_masks\moore-tornado_00000129_post_disaster.png,201941,11695,0,874
moore-tornado_00000130_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000130_post_disaster.png,dataset\xbd_masks\moore-tornado_00000130_post_disaster.png,27510,0,0,0
moore-tornado_00000131_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000131_post_disaster.png,dataset\xbd_masks\moore-tornado_00000131_post_disaster.png,124091,0,0,0
moore-tornado_00000132_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000132_post_disaster.png,dataset\xbd_masks\moore-tornado_00000132_post_disaster.png,80744,11512,7332,9269
moore-tornado_00000133_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000133_post_disaster.png,dataset\xbd_masks\moore-tornado_00000133_post_disaster.png,3243,10867,9768,0
moore-tornado_00000134_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000134_post_disaster.png,dataset\xbd_masks\moore-tornado_00000134_post_disaster.png,132357,0,0,0
moore-tornado_00000135_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000135_post_disaster.png,dataset\xbd_masks\moore-tornado_00000135_post_disaster.png,11074,0,0,0
moore-tornado_00000136_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000136_post_disaster.png,dataset\xbd_masks\moore-tornado_00000136_post_disaster.png,172857,2839,0,0
moore-tornado_00000137_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000137_post_disaster.png,dataset\xbd_masks\moore-tornado_00000137_post_disaster.png,167349,0,0,0
moore-tornado_00000138_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000138_post_disaster.png,dataset\xbd_masks\moore-tornado_00000138_post_disaster.png,29579,0,0,0
moore-tornado_00000139_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000139_post_disaster.png,dataset\xbd_masks\moore-tornado_00000139_post_disaster.png,192030,0,0,0
moore-tornado_00000140_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000140_post_disaster.png,dataset\xbd_masks\moore-tornado_00000140_post_disaster.png,100777,70381,33253,26946
moore-tornado_00000141_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000141_post_disaster.png,dataset\xbd_masks\moore-tornado_00000141_post_disaster.png,145039,0,0,0
moore-tornado_00000142_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000142_post_disaster.png,dataset\xbd_masks\moore-tornado_00000142_post_disaster.png,41059,0,0,0
moore-tornado_00000143_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000143_post_disaster.png,dataset\xbd_masks\moore-tornado_00000143_post_disaster.png,68589,0,0,0
moore-tornado_00000144_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000144_post_disaster.png,dataset\xbd_masks\moore-tornado_00000144_post_disaster.png,228752,0,0,0
moore-tornado_00000145_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000145_post_disaster.png,dataset\xbd_masks\moore-tornado_00000145_post_disaster.png,160217,2118,0,0
moore-tornado_00000146_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000146_post_disaster.png,dataset\xbd_masks\moore-tornado_00000146_post_disaster.png,12507,0,0,0
moore-tornado_00000147_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000147_post_disaster.png,dataset\xbd_masks\moore-tornado_00000147_post_disaster.png,0,0,1680,23588
moore-tornado_00000148_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000148_post_disaster.png,dataset\xbd_masks\moore-tornado_00000148_post_disaster.png,144270,0,0,0
moore-tornado_00000149_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000149_post_disaster.png,dataset\xbd_masks\moore-tornado_00000149_post_disaster.png,244980,34236,16834,165
moore-tornado_00000150_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000150_post_disaster.png,dataset\xbd_masks\moore-tornado_00000150_post_disaster.png,129781,0,0,0
moore-tornado_00000151_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000151_post_disaster.png,dataset\xbd_masks\moore-tornado_00000151_post_disaster.png,252422,3630,0,0
moore-tornado_00000152_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000152_post_disaster.png,dataset\xbd_masks\moore-tornado_00000152_post_disaster.png,0,0,0,29565
moore-tornado_00000153_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000153_post_disaster.png,dataset\xbd_masks\moore-tornado_00000153_post_disaster.png,124213,0,0,0
moore-tornado_00000154_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000154_post_disaster.png,dataset\xbd_masks\moore-tornado_00000154_post_disaster.png,3853,0,0,0
moore-tornado_00000155_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000155_post_disaster.png,dataset\xbd_masks\moore-tornado_00000155_post_disaster.png,256771,20624,11903,0
moore-tornado_00000156_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000156_post_disaster.png,dataset\xbd_masks\moore-tornado_00000156_post_disaster.png,10697,0,0,0
moore-tornado_00000157_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000157_post_disaster.png,dataset\xbd_masks\moore-tornado_00000157_post_disaster.png,67762,0,0,0
moore-tornado_00000158_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000158_post_disaster.png,dataset\xbd_masks\moore-tornado_00000158_post_disaster.png,171049,0,0,0
moore-tornado_00000159_post_disaster,dataset\xbd\tier3\images\moore-tornado_00000159_post_disaster.png,dataset\xbd_masks\moore-tornado_00000159_post_disaster.png,12575,6368,1358,14585
